voxel_col,x,y,z
6928,9,30,12
6929,42,30,12
6930,43,30,12
6931,44,30,12
6932,45,30,12
6933,5,31,12
6934,6,31,12
6935,7,31,12
6936,8,31,12
6937,9,31,12
6938,31,31,12
6939,42,31,12
6940,43,31,12
6941,44,31,12
6942,45,31,12
6943,46,31,12
6944,5,32,12
6945,6,32,12
6946,7,32,12
6947,8,32,12
6948,9,32,12
6949,31,32,12
6950,42,32,12
6951,43,32,12
6952,44,32,12
6953,45,32,12
6954,5,33,12
6955,6,33,12
6956,7,33,12
6957,8,33,12
6958,9,33,12
6959,30,33,12
6960,31,33,12
6961,42,33,12
6962,43,33,12
6963,44,33,12
6964,45,33,12
6965,5,34,12
6966,6,34,12
6967,7,34,12
6968,8,34,12
6969,9,34,12
6970,10,34,12
6971,30,34,12
6972,31,34,12
6973,43,34,12
6974,44,34,12
6975,45,34,12
6976,5,35,12
6977,6,35,12
6978,7,35,12
6979,8,35,12
6980,9,35,12
6981,10,35,12
6982,11,35,12
6983,30,35,12
6984,31,35,12
6985,42,35,12
6986,43,35,12
6987,44,35,12
6988,45,35,12
6989,5,36,12
6990,6,36,12
6991,7,36,12
6992,8,36,12
6993,9,36,12
6994,10,36,12
6995,11,36,12
6996,12,36,12
6997,13,36,12
6998,30,36,12
6999,31,36,12
7000,41,36,12
7001,42,36,12
7002,43,36,12
7003,44,36,12
7004,45,36,12
7005,6,37,12
7006,7,37,12
7007,8,37,12
7008,9,37,12
7009,10,37,12
7010,11,37,12
7011,12,37,12
7012,13,37,12
7013,20,37,12
7014,30,37,12
7015,31,37,12
7016,43,37,12
7017,44,37,12
7018,45,37,12
7019,8,38,12
7020,9,38,12
7021,10,38,12
7022,11,38,12
7023,12,38,12
7024,13,38,12
7025,14,38,12
7026,20,38,12
7027,30,38,12
7028,31,38,12
7029,42,38,12
7030,43,38,12
7031,44,38,12
7032,7,39,12
7033,8,39,12
7034,9,39,12
7035,10,39,12
7036,11,39,12
7037,12,39,12
7038,13,39,12
7039,14,39,12
7040,31,39,12
7041,42,39,12
7042,43,39,12
7043,44,39,12
7044,7,40,12
7045,8,40,12
7046,9,40,12
7047,10,40,12
7048,11,40,12
7049,12,40,12
7050,13,40,12
7051,14,40,12
7052,42,40,12
7053,43,40,12
7054,44,40,12
7055,6,41,12
7056,7,41,12
7057,8,41,12
7058,9,41,12
7059,10,41,12
7060,11,41,12
7061,12,41,12
7062,13,41,12
7063,23,41,12
7064,42,41,12
7065,43,41,12
7066,44,41,12
7067,6,42,12
7068,7,42,12
7069,8,42,12
7070,9,42,12
7071,10,42,12
7072,11,42,12
7073,12,42,12
7074,13,42,12
7075,42,42,12
7076,43,42,12
7077,6,43,12
7078,7,43,12
7079,8,43,12
7080,9,43,12
7081,10,43,12
7082,11,43,12
7083,12,43,12
7084,13,43,12
7085,14,43,12
7086,42,43,12
7087,43,43,12
7088,7,44,12
7089,8,44,12
7090,9,44,12
7091,10,44,12
7092,11,44,12
7093,12,44,12
7094,13,44,12
7095,14,44,12
7096,26,44,12
7097,28,44,12
7098,41,44,12
7099,42,44,12
7100,43,44,12
7101,8,45,12
7102,9,45,12
7103,10,45,12
7104,11,45,12
7105,12,45,12
7106,13,45,12
7107,14,45,12
7108,24,45,12
7109,25,45,12
7110,26,45,12
7111,27,45,12
7112,28,45,12
7113,29,45,12
7114,40,45,12
7115,41,45,12
7116,42,45,12
7117,8,46,12
7118,9,46,12
7119,10,46,12
7120,11,46,12
7121,12,46,12
7122,13,46,12
7123,14,46,12
7124,15,46,12
7125,24,46,12
7126,25,46,12
7127,26,46,12
7128,27,46,12
7129,28,46,12
7130,29,46,12
7131,30,46,12
7132,40,46,12
7133,41,46,12
7134,42,46,12
7135,9,47,12
7136,10,47,12
7137,11,47,12
7138,12,47,12
7139,13,47,12
7140,14,47,12
7141,15,47,12
7142,16,47,12
7143,24,47,12
7144,25,47,12
7145,26,47,12
7146,27,47,12
7147,28,47,12
7148,29,47,12
7149,30,47,12
7150,38,47,12
7151,39,47,12
7152,40,47,12
7153,41,47,12
7154,9,48,12
7155,10,48,12
7156,11,48,12
7157,12,48,12
7158,13,48,12
7159,14,48,12
7160,15,48,12
7161,16,48,12
7162,23,48,12
7163,24,48,12
7164,25,48,12
7165,26,48,12
7166,27,48,12
7167,28,48,12
7168,29,48,12
7169,38,48,12
7170,39,48,12
7171,40,48,12
7172,41,48,12
7173,10,49,12
7174,11,49,12
7175,12,49,12
7176,13,49,12
7177,14,49,12
7178,15,49,12
7179,16,49,12
7180,17,49,12
7181,22,49,12
7182,23,49,12
7183,24,49,12
7184,25,49,12
7185,26,49,12
7186,27,49,12
7187,28,49,12
7188,29,49,12
7189,31,49,12
7190,37,49,12
7191,38,49,12
7192,39,49,12
7193,40,49,12
7194,10,50,12
7195,11,50,12
7196,12,50,12
7197,13,50,12
7198,14,50,12
7199,15,50,12
7200,16,50,12
7201,17,50,12
7202,18,50,12
7203,22,50,12
7204,23,50,12
7205,24,50,12
7206,25,50,12
7207,26,50,12
7208,27,50,12
7209,28,50,12
7210,29,50,12
7211,30,50,12
7212,31,50,12
7213,36,50,12
7214,37,50,12
7215,38,50,12
7216,39,50,12
7217,11,51,12
7218,12,51,12
7219,13,51,12
7220,14,51,12
7221,15,51,12
7222,16,51,12
7223,17,51,12
7224,18,51,12
7225,19,51,12
7226,22,51,12
7227,23,51,12
7228,24,51,12
7229,25,51,12
7230,26,51,12
7231,27,51,12
7232,28,51,12
7233,29,51,12
7234,30,51,12
7235,31,51,12
7236,35,51,12
7237,36,51,12
7238,37,51,12
7239,38,51,12
7240,39,51,12
7241,12,52,12
7242,13,52,12
7243,14,52,12
7244,15,52,12
7245,16,52,12
7246,17,52,12
7247,18,52,12
7248,19,52,12
7249,22,52,12
7250,23,52,12
7251,24,52,12
7252,25,52,12
7253,26,52,12
7254,27,52,12
7255,28,52,12
7256,29,52,12
7257,30,52,12
7258,31,52,12
7259,34,52,12
7260,35,52,12
7261,36,52,12
7262,37,52,12
7263,38,52,12
7264,13,53,12
7265,14,53,12
7266,15,53,12
7267,16,53,12
7268,17,53,12
7269,18,53,12
7270,19,53,12
7271,20,53,12
7272,21,53,12
7273,22,53,12
7274,23,53,12
7275,24,53,12
7276,25,53,12
7277,26,53,12
7278,27,53,12
7279,28,53,12
7280,29,53,12
7281,30,53,12
7282,31,53,12
7283,32,53,12
7284,33,53,12
7285,34,53,12
7286,35,53,12
7287,36,53,12
7288,37,53,12
7289,14,54,12
7290,15,54,12
7291,16,54,12
7292,17,54,12
7293,18,54,12
7294,19,54,12
7295,20,54,12
7296,21,54,12
7297,22,54,12
7298,23,54,12
7299,24,54,12
7300,25,54,12
7301,26,54,12
7302,27,54,12
7303,28,54,12
7304,29,54,12
7305,30,54,12
7306,31,54,12
7307,32,54,12
7308,33,54,12
7309,34,54,12
7310,35,54,12
7311,16,55,12
7312,17,55,12
7313,18,55,12
7314,19,55,12
7315,20,55,12
7316,21,55,12
7317,22,55,12
7318,23,55,12
7319,24,55,12
7320,25,55,12
7321,26,55,12
7322,27,55,12
7323,28,55,12
7324,29,55,12
7325,30,55,12
7326,31,55,12
7327,32,55,12
7328,16,56,12
7329,17,56,12
7330,18,56,12
7331,19,56,12
7332,20,56,12
7333,21,56,12
7334,22,56,12
7335,23,56,12
7336,24,56,12
7337,25,56,12
7338,26,56,12
7339,27,56,12
7340,28,56,12
7341,29,56,12
7342,19,57,12
7343,20,57,12
7344,21,57,12
7345,23,57,12
7346,24,57,12
7347,27,57,12
7348,21,6,13
7349,17,7,13
7350,18,7,13
7351,19,7,13
7352,20,7,13
7353,21,7,13
7354,22,7,13
7355,23,7,13
7356,29,7,13
7357,30,7,13
7358,31,7,13
7359,32,7,13
7360,33,7,13
7361,34,7,13
7362,16,8,13
7363,17,8,13
7364,18,8,13
7365,19,8,13
7366,20,8,13
7367,21,8,13
7368,22,8,13
7369,23,8,13
7370,24,8,13
7371,25,8,13
7372,27,8,13
7373,28,8,13
7374,29,8,13
7375,30,8,13
7376,31,8,13
7377,32,8,13
7378,33,8,13
7379,34,8,13
7380,35,8,13
7381,36,8,13
7382,37,8,13
7383,14,9,13
7384,15,9,13
7385,16,9,13
7386,17,9,13
7387,18,9,13
7388,19,9,13
7389,20,9,13
7390,21,9,13
7391,22,9,13
7392,23,9,13
7393,24,9,13
7394,25,9,13
7395,26,9,13
7396,27,9,13
7397,28,9,13
7398,29,9,13
7399,30,9,13
7400,31,9,13
7401,32,9,13
7402,33,9,13
7403,34,9,13
7404,35,9,13
7405,36,9,13
7406,37,9,13
7407,38,9,13
7408,13,10,13
7409,14,10,13
7410,15,10,13
7411,16,10,13
7412,17,10,13
7413,18,10,13
7414,19,10,13
7415,20,10,13
7416,21,10,13
7417,22,10,13
7418,23,10,13
7419,24,10,13
7420,25,10,13
7421,26,10,13
7422,27,10,13
7423,28,10,13
7424,29,10,13
7425,30,10,13
7426,31,10,13
7427,32,10,13
7428,33,10,13
7429,34,10,13
7430,35,10,13
7431,36,10,13
7432,37,10,13
7433,38,10,13
7434,39,10,13
7435,12,11,13
7436,13,11,13
7437,14,11,13
7438,15,11,13
7439,16,11,13
7440,17,11,13
7441,18,11,13
7442,19,11,13
7443,20,11,13
7444,21,11,13
7445,22,11,13
7446,23,11,13
7447,24,11,13
7448,25,11,13
7449,26,11,13
7450,27,11,13
7451,28,11,13
7452,29,11,13
7453,30,11,13
7454,31,11,13
7455,32,11,13
7456,33,11,13
7457,34,11,13
7458,35,11,13
7459,36,11,13
7460,37,11,13
7461,38,11,13
7462,39,11,13
7463,40,11,13
7464,11,12,13
7465,12,12,13
7466,13,12,13
7467,14,12,13
7468,15,12,13
7469,16,12,13
7470,17,12,13
7471,18,12,13
7472,19,12,13
7473,20,12,13
7474,21,12,13
7475,22,12,13
7476,23,12,13
7477,24,12,13
7478,25,12,13
7479,26,12,13
7480,27,12,13
7481,28,12,13
7482,29,12,13
7483,30,12,13
7484,31,12,13
7485,32,12,13
7486,33,12,13
7487,34,12,13
7488,35,12,13
7489,36,12,13
7490,37,12,13
7491,38,12,13
7492,39,12,13
7493,40,12,13
7494,41,12,13
7495,11,13,13
7496,12,13,13
7497,13,13,13
7498,14,13,13
7499,15,13,13
7500,16,13,13
7501,17,13,13
7502,18,13,13
7503,19,13,13
7504,20,13,13
7505,21,13,13
7506,22,13,13
7507,23,13,13
7508,24,13,13
7509,25,13,13
7510,26,13,13
7511,27,13,13
7512,28,13,13
7513,29,13,13
7514,30,13,13
7515,31,13,13
7516,32,13,13
7517,33,13,13
7518,34,13,13
7519,35,13,13
7520,36,13,13
7521,37,13,13
7522,38,13,13
7523,39,13,13
7524,40,13,13
7525,41,13,13
7526,10,14,13
7527,11,14,13
7528,12,14,13
7529,13,14,13
7530,14,14,13
7531,15,14,13
7532,16,14,13
7533,17,14,13
7534,18,14,13
7535,19,14,13
7536,20,14,13
7537,21,14,13
7538,22,14,13
7539,23,14,13
7540,24,14,13
7541,25,14,13
7542,26,14,13
7543,27,14,13
7544,28,14,13
7545,29,14,13
7546,30,14,13
7547,31,14,13
7548,32,14,13
7549,33,14,13
7550,34,14,13
7551,35,14,13
7552,36,14,13
7553,37,14,13
7554,38,14,13
7555,39,14,13
7556,40,14,13
7557,41,14,13
7558,42,14,13
7559,9,15,13
7560,10,15,13
7561,11,15,13
7562,12,15,13
7563,13,15,13
7564,14,15,13
7565,15,15,13
7566,18,15,13
7567,19,15,13
7568,20,15,13
7569,21,15,13
7570,22,15,13
7571,23,15,13
7572,24,15,13
7573,25,15,13
7574,26,15,13
7575,27,15,13
7576,28,15,13
7577,29,15,13
7578,30,15,13
7579,31,15,13
7580,32,15,13
7581,33,15,13
7582,34,15,13
7583,35,15,13
7584,36,15,13
7585,37,15,13
7586,38,15,13
7587,39,15,13
7588,40,15,13
7589,41,15,13
7590,42,15,13
7591,43,15,13
7592,8,16,13
7593,9,16,13
7594,10,16,13
7595,11,16,13
7596,12,16,13
7597,13,16,13
7598,14,16,13
7599,19,16,13
7600,20,16,13
7601,21,16,13
7602,22,16,13
7603,23,16,13
7604,24,16,13
7605,25,16,13
7606,26,16,13
7607,27,16,13
7608,28,16,13
7609,29,16,13
7610,30,16,13
7611,31,16,13
7612,32,16,13
7613,33,16,13
7614,38,16,13
7615,39,16,13
7616,40,16,13
7617,41,16,13
7618,42,16,13
7619,43,16,13
7620,8,17,13
7621,9,17,13
7622,10,17,13
7623,11,17,13
7624,12,17,13
7625,13,17,13
7626,19,17,13
7627,20,17,13
7628,21,17,13
7629,22,17,13
7630,23,17,13
7631,24,17,13
7632,25,17,13
7633,26,17,13
7634,27,17,13
7635,28,17,13
7636,29,17,13
7637,30,17,13
7638,31,17,13
7639,32,17,13
7640,39,17,13
7641,40,17,13
7642,41,17,13
7643,42,17,13
7644,43,17,13
7645,44,17,13
7646,8,18,13
7647,9,18,13
7648,10,18,13
7649,11,18,13
7650,12,18,13
7651,13,18,13
7652,20,18,13
7653,21,18,13
7654,22,18,13
7655,23,18,13
7656,24,18,13
7657,26,18,13
7658,27,18,13
7659,28,18,13
7660,29,18,13
7661,31,18,13
7662,39,18,13
7663,40,18,13
7664,41,18,13
7665,42,18,13
7666,43,18,13
7667,44,18,13
7668,7,19,13
7669,8,19,13
7670,9,19,13
7671,10,19,13
7672,11,19,13
7673,12,19,13
7674,21,19,13
7675,22,19,13
7676,23,19,13
7677,24,19,13
7678,26,19,13
7679,27,19,13
7680,28,19,13
7681,29,19,13
7682,38,19,13
7683,39,19,13
7684,40,19,13
7685,41,19,13
7686,42,19,13
7687,43,19,13
7688,44,19,13
7689,6,20,13
7690,7,20,13
7691,8,20,13
7692,9,20,13
7693,10,20,13
7694,11,20,13
7695,21,20,13
7696,22,20,13
7697,23,20,13
7698,24,20,13
7699,26,20,13
7700,27,20,13
7701,28,20,13
7702,29,20,13
7703,38,20,13
7704,39,20,13
7705,40,20,13
7706,41,20,13
7707,42,20,13
7708,43,20,13
7709,44,20,13
7710,45,20,13
7711,6,21,13
7712,7,21,13
7713,8,21,13
7714,9,21,13
7715,10,21,13
7716,11,21,13
7717,22,21,13
7718,23,21,13
7719,24,21,13
7720,26,21,13
7721,27,21,13
7722,28,21,13
7723,29,21,13
7724,39,21,13
7725,40,21,13
7726,41,21,13
7727,42,21,13
7728,43,21,13
7729,44,21,13
7730,45,21,13
7731,6,22,13
7732,7,22,13
7733,8,22,13
7734,9,22,13
7735,10,22,13
7736,11,22,13
7737,23,22,13
7738,24,22,13
7739,26,22,13
7740,27,22,13
7741,28,22,13
7742,29,22,13
7743,40,22,13
7744,41,22,13
7745,42,22,13
7746,43,22,13
7747,44,22,13
7748,45,22,13
7749,6,23,13
7750,7,23,13
7751,8,23,13
7752,9,23,13
7753,10,23,13
7754,23,23,13
7755,24,23,13
7756,27,23,13
7757,28,23,13
7758,29,23,13
7759,42,23,13
7760,43,23,13
7761,44,23,13
7762,45,23,13
7763,46,23,13
7764,6,24,13
7765,7,24,13
7766,8,24,13
7767,9,24,13
7768,24,24,13
7769,25,24,13
7770,27,24,13
7771,28,24,13
7772,29,24,13
7773,42,24,13
7774,43,24,13
7775,44,24,13
7776,45,24,13
7777,46,24,13
7778,6,25,13
7779,7,25,13
7780,8,25,13
7781,9,25,13
7782,41,25,13
7783,42,25,13
7784,43,25,13
7785,44,25,13
7786,45,25,13
7787,46,25,13
7788,5,26,13
7789,6,26,13
7790,7,26,13
7791,8,26,13
7792,9,26,13
7793,41,26,13
7794,42,26,13
7795,43,26,13
7796,44,26,13
7797,45,26,13
7798,46,26,13
7799,5,27,13
7800,6,27,13
7801,7,27,13
7802,8,27,13
7803,9,27,13
7804,42,27,13
7805,43,27,13
7806,44,27,13
7807,45,27,13
7808,46,27,13
7809,5,28,13
7810,6,28,13
7811,7,28,13
7812,8,28,13
7813,9,28,13
7814,10,28,13
7815,11,28,13
7816,41,28,13
7817,42,28,13
7818,43,28,13
7819,44,28,13
7820,45,28,13
7821,46,28,13
7822,5,29,13
7823,6,29,13
7824,7,29,13
7825,8,29,13
7826,9,29,13
7827,10,29,13
7828,42,29,13
7829,43,29,13
7830,44,29,13
7831,45,29,13
7832,5,30,13
7833,6,30,13
7834,7,30,13
7835,8,30,13
7836,9,30,13
7837,10,30,13
7838,43,30,13
7839,44,30,13
7840,45,30,13
7841,46,30,13
7842,5,31,13
7843,6,31,13
7844,7,31,13
7845,8,31,13
7846,9,31,13
7847,10,31,13
7848,43,31,13
7849,44,31,13
7850,45,31,13
7851,5,32,13
7852,6,32,13
7853,7,32,13
7854,8,32,13
7855,9,32,13
7856,10,32,13
7857,43,32,13
7858,44,32,13
7859,45,32,13
7860,5,33,13
7861,6,33,13
7862,7,33,13
7863,8,33,13
7864,9,33,13
7865,10,33,13
7866,43,33,13
7867,44,33,13
7868,45,33,13
7869,5,34,13
7870,6,34,13
7871,7,34,13
7872,8,34,13
7873,9,34,13
7874,10,34,13
7875,43,34,13
7876,44,34,13
7877,45,34,13
7878,6,35,13
7879,7,35,13
7880,8,35,13
7881,9,35,13
7882,10,35,13
7883,11,35,13
7884,44,35,13
7885,45,35,13
7886,6,36,13
7887,7,36,13
7888,8,36,13
7889,9,36,13
7890,10,36,13
7891,11,36,13
7892,12,36,13
7893,43,36,13
7894,44,36,13
7895,6,37,13
7896,7,37,13
7897,8,37,13
7898,9,37,13
7899,10,37,13
7900,11,37,13
7901,12,37,13
7902,13,37,13
7903,14,37,13
7904,42,37,13
7905,43,37,13
7906,44,37,13
7907,6,38,13
7908,7,38,13
7909,8,38,13
7910,9,38,13
7911,10,38,13
7912,11,38,13
7913,12,38,13
7914,13,38,13
7915,14,38,13
7916,39,38,13
7917,40,38,13
7918,41,38,13
7919,42,38,13
7920,43,38,13
7921,44,38,13
7922,6,39,13
7923,7,39,13
7924,8,39,13
7925,9,39,13
7926,10,39,13
7927,11,39,13
7928,12,39,13
7929,13,39,13
7930,14,39,13
7931,15,39,13
7932,38,39,13
7933,39,39,13
7934,40,39,13
7935,41,39,13
7936,42,39,13
7937,43,39,13
7938,6,40,13
7939,7,40,13
7940,8,40,13
7941,9,40,13
7942,10,40,13
7943,11,40,13
7944,12,40,13
7945,13,40,13
7946,14,40,13
7947,15,40,13
7948,25,40,13
7949,26,40,13
7950,27,40,13
7951,38,40,13
7952,39,40,13
7953,40,40,13
7954,41,40,13
7955,42,40,13
7956,43,40,13
7957,6,41,13
7958,7,41,13
7959,8,41,13
7960,9,41,13
7961,10,41,13
7962,11,41,13
7963,12,41,13
7964,13,41,13
7965,14,41,13
7966,15,41,13
7967,26,41,13
7968,27,41,13
7969,28,41,13
7970,38,41,13
7971,39,41,13
7972,40,41,13
7973,41,41,13
7974,42,41,13
7975,43,41,13
7976,7,42,13
7977,8,42,13
7978,9,42,13
7979,10,42,13
7980,11,42,13
7981,12,42,13
7982,13,42,13
7983,14,42,13
7984,24,42,13
7985,26,42,13
7986,27,42,13
7987,28,42,13
7988,36,42,13
7989,37,42,13
7990,38,42,13
7991,39,42,13
7992,40,42,13
7993,41,42,13
7994,42,42,13
7995,43,42,13
7996,7,43,13
7997,8,43,13
7998,9,43,13
7999,10,43,13
8000,11,43,13
8001,12,43,13
8002,13,43,13
8003,14,43,13
8004,24,43,13
8005,25,43,13
8006,26,43,13
8007,27,43,13
8008,28,43,13
8009,29,43,13
8010,36,43,13
8011,37,43,13
8012,38,43,13
8013,39,43,13
8014,40,43,13
8015,41,43,13
8016,42,43,13
8017,43,43,13
8018,7,44,13
8019,8,44,13
8020,9,44,13
8021,10,44,13
8022,11,44,13
8023,12,44,13
8024,13,44,13
8025,14,44,13
8026,15,44,13
8027,24,44,13
8028,25,44,13
8029,26,44,13
8030,27,44,13
8031,28,44,13
8032,29,44,13
8033,30,44,13
8034,36,44,13
8035,37,44,13
8036,38,44,13
8037,39,44,13
8038,40,44,13
8039,41,44,13
8040,42,44,13
8041,8,45,13
8042,9,45,13
8043,10,45,13
8044,11,45,13
8045,12,45,13
8046,13,45,13
8047,14,45,13
8048,15,45,13
8049,24,45,13
8050,25,45,13
8051,26,45,13
8052,27,45,13
8053,28,45,13
8054,29,45,13
8055,36,45,13
8056,37,45,13
8057,38,45,13
8058,39,45,13
8059,40,45,13
8060,41,45,13
8061,42,45,13
8062,9,46,13
8063,10,46,13
8064,11,46,13
8065,12,46,13
8066,13,46,13
8067,14,46,13
8068,15,46,13
8069,16,46,13
8070,24,46,13
8071,25,46,13
8072,26,46,13
8073,27,46,13
8074,28,46,13
8075,29,46,13
8076,36,46,13
8077,37,46,13
8078,38,46,13
8079,39,46,13
8080,40,46,13
8081,41,46,13
8082,9,47,13
8083,10,47,13
8084,11,47,13
8085,12,47,13
8086,13,47,13
8087,14,47,13
8088,15,47,13
8089,16,47,13
8090,17,47,13
8091,22,47,13
8092,23,47,13
8093,24,47,13
8094,25,47,13
8095,26,47,13
8096,27,47,13
8097,28,47,13
8098,29,47,13
8099,36,47,13
8100,37,47,13
8101,38,47,13
8102,39,47,13
8103,40,47,13
8104,10,48,13
8105,11,48,13
8106,12,48,13
8107,13,48,13
8108,14,48,13
8109,15,48,13
8110,16,48,13
8111,17,48,13
8112,22,48,13
8113,23,48,13
8114,24,48,13
8115,25,48,13
8116,26,48,13
8117,27,48,13
8118,28,48,13
8119,29,48,13
8120,36,48,13
8121,37,48,13
8122,38,48,13
8123,39,48,13
8124,40,48,13
8125,10,49,13
8126,11,49,13
8127,12,49,13
8128,13,49,13
8129,14,49,13
8130,15,49,13
8131,16,49,13
8132,17,49,13
8133,18,49,13
8134,19,49,13
8135,20,49,13
8136,22,49,13
8137,23,49,13
8138,24,49,13
8139,25,49,13
8140,26,49,13
8141,27,49,13
8142,28,49,13
8143,29,49,13
8144,34,49,13
8145,35,49,13
8146,36,49,13
8147,37,49,13
8148,38,49,13
8149,11,50,13
8150,12,50,13
8151,13,50,13
8152,14,50,13
8153,15,50,13
8154,16,50,13
8155,17,50,13
8156,18,50,13
8157,19,50,13
8158,20,50,13
8159,22,50,13
8160,23,50,13
8161,24,50,13
8162,25,50,13
8163,26,50,13
8164,27,50,13
8165,28,50,13
8166,29,50,13
8167,30,50,13
8168,32,50,13
8169,33,50,13
8170,34,50,13
8171,35,50,13
8172,36,50,13
8173,37,50,13
8174,12,51,13
8175,13,51,13
8176,14,51,13
8177,15,51,13
8178,16,51,13
8179,17,51,13
8180,18,51,13
8181,19,51,13
8182,20,51,13
8183,21,51,13
8184,22,51,13
8185,23,51,13
8186,24,51,13
8187,25,51,13
8188,26,51,13
8189,27,51,13
8190,28,51,13
8191,29,51,13
8192,30,51,13
8193,31,51,13
8194,32,51,13
8195,33,51,13
8196,34,51,13
8197,35,51,13
8198,36,51,13
8199,13,52,13
8200,14,52,13
8201,15,52,13
8202,16,52,13
8203,17,52,13
8204,18,52,13
8205,19,52,13
8206,20,52,13
8207,21,52,13
8208,22,52,13
8209,23,52,13
8210,24,52,13
8211,25,52,13
8212,26,52,13
8213,27,52,13
8214,28,52,13
8215,29,52,13
8216,30,52,13
8217,31,52,13
8218,32,52,13
8219,33,52,13
8220,34,52,13
8221,35,52,13
8222,14,53,13
8223,15,53,13
8224,16,53,13
8225,17,53,13
8226,18,53,13
8227,19,53,13
8228,20,53,13
8229,21,53,13
8230,22,53,13
8231,23,53,13
8232,24,53,13
8233,25,53,13
8234,26,53,13
8235,27,53,13
8236,28,53,13
8237,29,53,13
8238,30,53,13
8239,31,53,13
8240,32,53,13
8241,33,53,13
8242,34,53,13
8243,35,53,13
8244,15,54,13
8245,16,54,13
8246,17,54,13
8247,18,54,13
8248,19,54,13
8249,20,54,13
8250,21,54,13
8251,22,54,13
8252,23,54,13
8253,24,54,13
8254,25,54,13
8255,26,54,13
8256,27,54,13
8257,28,54,13
8258,29,54,13
8259,30,54,13
8260,31,54,13
8261,32,54,13
8262,33,54,13
8263,34,54,13
8264,17,55,13
8265,18,55,13
8266,19,55,13
8267,20,55,13
8268,21,55,13
8269,22,55,13
8270,23,55,13
8271,24,55,13
8272,25,55,13
8273,26,55,13
8274,27,55,13
8275,29,55,13
8276,30,55,13
8277,19,56,13
8278,20,56,13
8279,21,56,13
8280,23,56,13
8281,24,56,13
8282,27,56,13
8283,28,56,13
8284,20,7,14
8285,31,7,14
8286,18,8,14
8287,19,8,14
8288,20,8,14
8289,21,8,14
8290,22,8,14
8291,23,8,14
8292,28,8,14
8293,29,8,14
8294,30,8,14
8295,31,8,14
8296,32,8,14
8297,33,8,14
8298,34,8,14
8299,35,8,14
8300,15,9,14
8301,16,9,14
8302,17,9,14
8303,18,9,14
8304,19,9,14
8305,20,9,14
8306,21,9,14
8307,22,9,14
8308,23,9,14
8309,24,9,14
8310,25,9,14
8311,28,9,14
8312,29,9,14
8313,30,9,14
8314,31,9,14
8315,32,9,14
8316,33,9,14
8317,34,9,14
8318,35,9,14
8319,36,9,14
8320,37,9,14
8321,14,10,14
8322,15,10,14
8323,16,10,14
8324,17,10,14
8325,18,10,14
8326,19,10,14
8327,20,10,14
8328,21,10,14
8329,22,10,14
8330,23,10,14
8331,24,10,14
8332,25,10,14
8333,27,10,14
8334,28,10,14
8335,29,10,14
8336,30,10,14
8337,31,10,14
8338,32,10,14
8339,33,10,14
8340,34,10,14
8341,35,10,14
8342,36,10,14
8343,37,10,14
8344,38,10,14
8345,13,11,14
8346,14,11,14
8347,15,11,14
8348,16,11,14
8349,17,11,14
8350,18,11,14
8351,19,11,14
8352,20,11,14
8353,21,11,14
8354,22,11,14
8355,23,11,14
8356,24,11,14
8357,25,11,14
8358,26,11,14
8359,27,11,14
8360,28,11,14
8361,29,11,14
8362,30,11,14
8363,31,11,14
8364,32,11,14
8365,33,11,14
8366,34,11,14
8367,35,11,14
8368,36,11,14
8369,37,11,14
8370,38,11,14
8371,39,11,14
8372,11,12,14
8373,12,12,14
8374,13,12,14
8375,14,12,14
8376,15,12,14
8377,16,12,14
8378,17,12,14
8379,18,12,14
8380,19,12,14
8381,20,12,14
8382,21,12,14
8383,22,12,14
8384,23,12,14
8385,24,12,14
8386,25,12,14
8387,26,12,14
8388,27,12,14
8389,28,12,14
8390,29,12,14
8391,30,12,14
8392,31,12,14
8393,32,12,14
8394,33,12,14
8395,34,12,14
8396,35,12,14
8397,36,12,14
8398,37,12,14
8399,38,12,14
8400,39,12,14
8401,40,12,14
8402,11,13,14
8403,12,13,14
8404,13,13,14
8405,14,13,14
8406,15,13,14
8407,16,13,14
8408,17,13,14
8409,18,13,14
8410,19,13,14
8411,20,13,14
8412,21,13,14
8413,22,13,14
8414,23,13,14
8415,24,13,14
8416,25,13,14
8417,26,13,14
8418,27,13,14
8419,28,13,14
8420,29,13,14
8421,30,13,14
8422,31,13,14
8423,32,13,14
8424,33,13,14
8425,34,13,14
8426,35,13,14
8427,36,13,14
8428,37,13,14
8429,38,13,14
8430,39,13,14
8431,40,13,14
8432,41,13,14
8433,10,14,14
8434,11,14,14
8435,12,14,14
8436,13,14,14
8437,14,14,14
8438,15,14,14
8439,16,14,14
8440,17,14,14
8441,18,14,14
8442,19,14,14
8443,20,14,14
8444,21,14,14
8445,22,14,14
8446,23,14,14
8447,24,14,14
8448,25,14,14
8449,26,14,14
8450,27,14,14
8451,28,14,14
8452,29,14,14
8453,30,14,14
8454,31,14,14
8455,32,14,14
8456,33,14,14
8457,34,14,14
8458,35,14,14
8459,36,14,14
8460,37,14,14
8461,38,14,14
8462,39,14,14
8463,40,14,14
8464,41,14,14
8465,42,14,14
8466,9,15,14
8467,10,15,14
8468,11,15,14
8469,12,15,14
8470,13,15,14
8471,14,15,14
8472,15,15,14
8473,16,15,14
8474,17,15,14
8475,18,15,14
8476,19,15,14
8477,20,15,14
8478,21,15,14
8479,22,15,14
8480,23,15,14
8481,24,15,14
